Brand,Released Date,OS,Display,Camera,RAM,Battery,Price
Symphony,2017,Android 7.0,"5.5"" IPS, Full-lamination",13 MP with front Flash,3 GB,Li-Po 3000 mAh Battery,"৳12,990.00"
Symphony,2017,Android 7.0,"FHD IPS, 5.5 inches",13MP + 2MP,3 GB RAM,Li-Po 3000 mAh,"৳13,990.00"
Maximus,2017,Android 5.1,5.0 inch,"8.0 MP AF,True Flash",2 GB RAM,Li-Po 2000 mAh,"৳5,990.00"
Maximus,2017,Android 5.1,5.0 inch,"8.0 MP AF,True Flash",1 GB RAM,Li-Po 2000 mAh,"৳5,990.00"
Maximus,2017,Android 5.1,5.0 inch,5.0 MP with Rear Flash Light,1 GB RAM,Li-ion 2000 mAh,"৳7,500.00"
Symphony,2017,Android 6.0,5.0 inches,8 MP,1 GB RAM,LI-Po 2500 mAh,"৳6,490.00"
WE,2017,Android 7.0,"5.0"" 720 x 1280 pixels",5MP 1080p,2GB Mediatek MT6580A,3100mAh Li-Ion,"৳6,990.00"
Symphony,2017,Android 7.0,5.0 inches,8 MP,2 GB RAM,Li-ion,"৳7,575.00"
WE,2017,Android 7.0 (Nougat),"5"" HD IPS Asahi Glass","8 MP, autofocus, LED Flash",2 GB RAM,5000 mAh,"৳9,990.00"
Infinix,2017,Android 7.0,5.98 inches,Dual 12 MP+13 MP,6 GB,Li-Ion 4350 mAh,"৳21,500.00"
Symphony,2017,Android 7.0,5 inches,5 MP,1 GB RAM,Li-Ion 2000 mAh Battery,"৳4,999.00"
Huawei,2017,Android 7.0 Nougat,5.50-inch,16 Megapixel,4 GB RAM,3340 mAh Battery,"৳24,990.00"
Symphony,2017,Android 7.1.2,"5.7” (Full Vision, Narrow Bezel)",16 MP,3 GB RAM,Li-Po 2900 mAh,"৳13,990.00"
Yota,2017,Android 7.1.1,"5.5"" 1080x1920 pixels",12MP 1080p,4GB RAM Snapdragon 625,3200mAh Li-Po,"৳28,700.00"
Cat,2017,Android 7.0,"5.0"" 1080x1920 pixels",13MP 1080p,3GB RAM MT6757 Helio P20,5000mAh Li-Ion,"৳40,500.00"
Samsung,2017,Android 7.0,"4.7"" 540x960 pixels",5MP 720p,1GB RAM Exynos 3475 Quad,2000mAh Li-Ion,"৳11,600.00"
Google,2017,"Android 8.0, up to Android 9.0","5.0"" 1080x1920 pixels",12MP 2160p,4GB RAM Snapdragon 835,2700mAh Li-Ion,"৳15,000.00"
Blackview,2017,Android 7.0,"5.7"" 720x1440 pixels",13MP 1080p,4GB RAM MT6750T,3180mAh Li-Ion,"৳18,900.00"
Nokia,2017,Android 7.1.1,"5.2"" 1080x1920 pixels",16MP 2160p,6GB RAM Snapdragon 630,3000mAh Li-Ion,"৳34,990.00"
Archos,2017,Android 6.0,"5.2"" 1080x1920 pixels",13MP 2160p,6GB RAM Snapdragon 653,3000mAh Li-Ion,"৳38,600.00"
Samsung,2017,Android 7.1,"5.5"" 1080x1920 pixels",13MP 1080p,4GB RAM,3000mAh Li-Ion,"৳38,700.00"
Archos,2017,Android 7.1,"5.73"" 1080x2040 pixels",23MP 2160p,8GB RAM Snapdragon 835,3100mAh Li-Po,"৳48,900.00"
Razer,2017,"Android 7.1.1, up to 8.1","5.7"" 1440x2560 pixels",12MP 2160p,8GB RAM Snapdragon 835,4000mAh Li-Po,"৳67,500.00"
QMobile,2017,Android 6.0,"5.5 inches, 83.4 cm2 (~70.7% screen-to-body ratio)","13 MP, PDAF",3 GB RAM,3150 mAh Battery,"৳14,500.00"
VeryKool,2017,Android 6.0,"5.5"" 720x1280 pixels",8MP 1080p,1GB RAM MT6580,2800mAh Li-Po,"৳7,990.00"
QMobile,2017,Android 6.0,"5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","13 MP, AF, f/2.2",3 GB RAM,4000 mAh Battery,"৳10,800.00"
Samsung,2017,Android 7.0.1,"5.5"" 720x1280 pixels",8MP 1080p,2GB RAM Snapdragon 625,3300mAh Li-Ion,"৳18,990.00"
QMobile,2017,Android 6.0,"5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","13 MP, f/2.0, 1/3"", 1.12µm, PDAF",4 GB RAM,5000 mAh Battery,"৳22,500.00"
Samsung,2017,Android 7.0,"5.2"" 1080x1920 pixels",16MP 1080p,4GB RAM Snapdragon 626,2600mAh Li-Ion,"৳33,500.00"
QMobile,2017,Android 7.0,"5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)","13 MP, AF, f/2.2",3 GB RAM,4000 mAh Battery,"৳10,900.00"
Samsung,2017,"Android 7.0, up to Android 8.1","5.2"" 720x1280 pixels",13MP 1080p,3GB RAM Exynos 7870 Octa,3000mAh Li-Ion,"৳16,200.00"
OnePlus,2017,Android 7.1.1,"5.5"" 1080x1920 pixels",16MP 2160p,8GB RAM Snapdragon 835,3300mAh Li-Po,"৳46,500.00"
Samsung,2017,Tizen 3.0,"4.5"" 480x800 pixels",5MP 720p,1GB RAM,2050mAh Li-Ion,"৳8,990.00"
Tecno,2017,Android 7.0 (Nougat),"5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","13 MP, f/2.0, AF","1 GB, 2 GB",3000 mAh Battery,"৳9,990.00"
Samsung,2017,"Android 7.0, up to Android 8.0","5.0"" 720x1280 pixels",13MP 1080p,2GB RAM Exynos 7570 Quad,2400mAh Li-Ion,"৳13,990.00"
QMobile,2017,Android 7.0,"5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","16 MP (f/2.0, 1/3"")",4 GB RAM,4010 mAh Battery,"৳16,200.00"
Samsung,2017,"Android 7.0, planned upgrade to Android 8.0","5.5"" 1080x1920 pixels",13MP 1080p,3GB RAM Exynos 7870 Octa,3600mAh Li-Ion,"৳16,900.00"
Samsung,2017,Android 7.0,"5.5"" 1080x1920 pixels",13MP 1080p,3GB RAM Exynos 7870 Octa,3600mAh Li-Ion,"৳19,990.00"
Samsung,2017,"Android 7.1.1, up to Android 8.0","5.7"" 1440x2560 pixels",12MP 2160p,4GB RAM Exynos 8890 Octa,3200mAh Li-Ion,"৳62,700.00"
Huawei,2017,Android 7.0,"5.2"" 1080x1920 pixels",12MP 1080p,3GB RAM HiSilicon Kirin 655,3000mAh Li-Ion,"৳20,200.00"
QMobile,2017,Android 6.0,5.3 inches,"13 MP, AF",3 GB RAM,4000 mAh Battery,"৳21,500.00"
Samsung,2017,Android 7.0 - Amp Prime 2,"5.0"" 720x1280 pixels",5MP 1080p,1.5GB RAM Snapdragon 430,2600mAh Li-Ion,"৳22,500.00"
Nokia,2017,Android 7.1.1,"5.5"" 1080x1920 pixels",16MP 1080p,4GB RAM Snapdragon 430,3000mAh Li-Ion,"৳22,500.00"
Samsung,2017,"Android 6.0.1, up to Android 8.0","4.7"" 720x1280 pixels",13MP 1080p,2GB RAM Exynos 7870 Octa,2350mAh Li-Ion,"৳28,000.00"
Samsung,2017,"Android 6.0.1, up to Android 8.0","5.2"" 1080x1920 pixels",16MP 1080p,3GB RAM Exynos 7880 Octa,3000mAh Li-Ion,"৳36,900.00"
Huawei,2017,"Android 7.0, planned upgrade to Android 8.0","5.5"" 1440x2560 pixels",20MP 2160p,6GB RAM HiSilicon Kirin 960,4000mAh Li-Po,"৳68,500.00"
Xolo,2017,Android 6.0,"5.0"" 720x1280 pixels",8MP 1080p,3GB RAM MT6737,2500mAh Li-Ion,"৳7,990.00"
Samsung,2017,"Android 6.0.1, up to 7.0","5.7"" 1080x1920 pixels",16MP 1080p,4GB RAM Snapdragon 626,3300mAh Li-Ion,"৳41,900.00"
Micromax,2017,Android 8.0,"5.7"" 720x1440 pixels",16MP 1080p,4GB RAM Snapdragon 430,3000mAh Li-Po,"৳17,790.00"
BLU,2017,Android 6.0,"4.0"" 480x800 pixels",5MP 720p,512MB RAM MT6570,1700mAh Li-Po,"৳7,200.00"
Symphony,2017,Android 7.0,"5.2"" HD",13 MP,1 GB,Li-Polymer 3000,"৳8,490.00"
Symphony,2017,Android 7.0,"5.2"" HD",13 MP,2 GB,Li-Polymer 3000,"৳9,790.00"
Tecno,2017,Android 7.0,5.7 inches,"13 MP, f/2.0, AF",2 GB RAM,3050 mAh Li-Ion,"৳9,990.00"
T-Mobile,2017,Android 7.0,"5.5"" 720x1280 pixels",13MP 1080p,2GB RAM MT6738,3000mAh Li-Ion,"৳10,590.00"
Micromax,2017,Android 7.0,"5.2"" 720x1280 pixels",13MP 1080p,3GB RAM MT6737,3000mAh Li-Ion,"৳11,800.00"
Samsung,2017,"Android 7.0, planned upgrade to Android 8.0","5.8"" 1440x2960 pixels",12MP 2160p,4GB RAM Snapdragon 835,4000mAh Li-Ion,"৳78,500.00"
Samsung,2017,Android 7.0,"5.0"" 720x1280 pixels",13MP 1080p,2GB RAM Exynos 7570 Quad,2800mAh Li-Ion,"৳21,900.00"
LeEco,2017,Android 6.0,"5.5"" 1080x1920 pixels",13MP 2160p,4GB RAM MT6797D Helio X23,4000mAh Li-Ion,"৳23,990.00"
Huawei,2017,"Android 7.0, up to Android 8.0; EMUI 5.1","5.5"" 1440x2560 pixels",20MP 2160p,6GB RAM HiSilicon Kirin 960,3750mAh Li-Ion,"৳66,900.00"
Samsung,2017,"Android 7.0, up to Android 8.0","5.8"" 1440x2960 pixels",12MP 2160p,4GB RAM Exynos 8895 Octa,3000mAh Li-Ion,"৳69,990.00"
Samsung,2017,"Android 7.0, up to Android 8.0","6.2"" 1440x2960 pixels",12MP 2160p,6GB RAM Exynos 8895 Octa,3500mAh Li-Ion,"৳79,990.00"
Symphony,2018,Android Go 8.1.0,5.0 inches 480 x 854 pixels,5 MP 1080p,1 GB Quad-core 1.3 GHz,2000 mAh Li-Ion Battery,"৳4,740.00"
Symphony,2018,Android 8.1 (Oreo),"5.45"" 480x960 pixels",5 MP 1080p,1 GB,2500 mAh Li-Ion,"৳5,999.00"
Infinix,2018,Android 8.1,"6.2"" 720 x 1500 pixels",13 MP 1080p,3 GB Qualcomm MSM8937 Snapdragon 430,4000mAh Li-po,"৳10,000.00"
Infinix,2018,"Android, v8.1","5.45 inches, 720 x 1440 px Display",13 MP Rear + 8 MP Front Camera,3 GB RAM,3050 mAh Battery,"৳11,700.00"
General Mobile,2018,Android 8.1 (Oreo),6.01 inches Full HD+,"Dual: 12 MP, 8 MP",4 GB,3800 mAh Battery,"৳17,990.00"
Symphony,2018,Android 8.1.0,5 inches,5 MP,1 GB RAM,Li-ion 2400 mAh,"৳5,790.00"
Samsung,2018,Android 7.1,"5.0 inches, 68.9 cm2","8 MP, autofocus, LED Flash",1.5 GB RAM,2600 mAh Battery,"৳9,990.00"
Huawei,2018,Android 8.0; EMUI 8,"5.99"" 720x1440 pixels",13MP 1080p,2GB RAM Snapdragon 430,3000mAh Li-Ion,"৳13,490.00"
Huawei,2018,Android 8.0; EMUI 8,"5.99"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 430,3000mAh Li-Ion,"৳15,990.00"
Huawei,2018,Android 8.0,"5.93"" 1080x2160 pixels",16MP 1080p,4GB RAM HiSilicon Kirin 659,4000mAh Li-Ion,"৳17,000.00"
Vivo,2018,Android 8.1,"6.3"" 1080x2280 pixels",16MP 1080p,4GB RAM Snapdragon 450,3260mAh Li-Ion,"৳19,990.00"
Huawei,2018,Android 8.0; EMUI 8,"5.99"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 430,3000mAh Li-Ion,"৳22,500.00"
Oppo,2018,Android 8.1,"6.23"" 1080x2280 pixels",16MP 1080p,6GB RAM MT6771 Helio P60,3400mAh Li-Ion,"৳24,990.00"
Samsung,2018,Android 8.0,"5.5"" 720x1280 pixels",13MP 1080p,4GB RAM Exynos 7885 Octa,3000mAh Li-Ion,"৳24,990.00"
Vivo,2018,Android 8.1,"6.3"" 1080x2280 pixels",16MP 2160p,4GB RAM Snapdragon 626,3260mAh Li-Ion,"৳26,990.00"
Nokia,2018,Android 8.1,"5.5"" 1080x1920 pixels",16MP 2160p,4GB RAM Snapdragon 630,3000mAh Li-Ion,"৳29,100.00"
Tecno,2018,Android 7.0,5.7 inches,"Dual: 12 MP, 13 MP",6 GB,Li-Ion 3500 mAh,"৳32,900.00"
Huawei,2018,"Android 8.1, up to Android 9.0; EMUI 8.1","5.8"" 1080x2240 pixels",20MP 2160p,4GB RAM Hisilicon Kirin 970,3400mAh Li-Po,"৳44,500.00"
Huawei,2018,"Android 8.1, up to Android 9.0","6.1"" 1080x2240 pixels",40MP 2160p,8GB RAM Hisilicon Kirin 970,4000mAh Li-Po,"৳82,990.00"
Tecno,2018,Android 8.1 (Oreo),"6.0 inches, 92.9 cm2 (~75.7% screen-to-body ratio)","13 MP, AF",3 GB RAM,5000 mAh Battery,"৳14,400.00"
Honor,2018,Android 8.1,"6.3"" 1080x2340 pixels",16MP 2160p,6GB RAM Hisilicon Kirin 970,3750mAh Li-Po,"৳17,990.00"
Nokia,2018,"Android 8.0, up to Android 9.0; Android One","5.5"" 1080x2160 pixels",16MP 1080p,3GB RAM MediaTek Helio P18,2970mAh Li-Ion,"৳21,990.00"
Huawei,2018,Android 8.1,"6.3"" 1080x2340 pixels",16MP 1080p,6GB RAM Hisilicon Kirin 710,3340mAh Li-Ion,"৳22,999.00"
Nokia,2018,Android 8.1,"5.8"" 1080x2280 pixels",16MP 2160p,6GB RAM Snapdragon 636,3060mAh Li-Ion,"৳27,990.00"
Oppo,2018,Android 8.1,"6.3"" 1080x2340 pixels",16MP 1080p,6GB RAM MT6771 Helio P60,3500mAh Li-Po,"৳28,990.00"
Xiaomi,2018,Android 8.1,"6.18"" 1080x2246 pixels",12MP 2160p,8GB RAM Snapdragon 845,4000mAh Li-Po,"৳29,999.00"
Huawei,2018,Android 9.0; EMUI 9,"6.21"" 1080x2340 pixels",24MP 1080p,3GB RAM Hisilicon Kirin 710,3400mAh Li-Ion,"৳32,990.00"
Samsung,2018,Android 8.1 Oreo,"5.0"" 540x960 pixels",8MP 1080p,1GB RAM Exynos 7570 Quad,2600mAh Li-Ion,"৳7,490.00"
Samsung,2018,Android 8.1,"6.4"" 1440x2960 pixels",12MP 2160p,8GB RAM Exynos 9810 Octa,4000mAh Li-Ion,"৳94,900.00"
Vodafone,2018,Android 8.1,"5.7"" 1080x2160 pixels",16MP 1080p,3GB RAM Snapdragon 450,3100mAh Li-Ion,"৳10,490.00"
Micromax,2018,Android 8.1,"6.19"" 720x1500 pixels",13MP 1080p,3GB RAM MT6762V Helio P22,4000mAh Li-Po,"৳11,990.00"
BLU,2018,Android 8.1,"6.2"" 720x1520 pixels",13MP 1080p,3GB RAM MT6762 Helio P22,4000mAh Li-Po,"৳12,990.00"
ZTE,2018,Android 8.1,"5.45"" 720x1440 pixels",13MP 1080p,3GB RAM Snapdragon 425,3200mAh Li-Ion,"৳14,990.00"
UmiDigi,2018,Android 8.1,"6.3"" 720x1520 pixels",12MP 1080p,4GB RAM MT6763 Helio P23,4150 mAh Li-Ion,"৳14,990.00"
Asus,2018,Android 8.1,"6.0"" 1080x2340 pixels",12MP 2160p,4GB RAM Snapdragon 636,5000mAh Li-Po,"৳15,500.00"
Xiaomi,2018,Android 9.0,"5.84"" 1080x2280 pixels",12MP 1080p,4GB RAM Helio P35,3000mAh Li-Ion,"৳15,990.00"
Realme,2018,Android 8.1,"6.3"" 1080x2340 pixels",13MP 1080p,4GB RAM Helio P70,3500mAh Li-Ion,"৳16,500.00"
Huawei,2018,Android 9.0; EMUI 9,"6.39"" 1440x3120 pixels",40MP 2160p,8GB RAM HiSilicon Kirin 980,4200mAh Li-Po,"৳165,000.00"
UmiDigi,2018,Android 9.0 (Pie),6.38 inches,"16 MP, 8 MP",4 GB,5150 mAh Battery,"৳17,990.00"
Lenovo,2018,Android 8.1,"6.2"" 1080x2246 pixels",20MP 2160p,6GB RAM Snapdragon 660,3500mAh Li-Ion,"৳18,990.00"
Lenovo,2018,Android 9.0,"6.3"" 1080x2340 pixels",16MP 2160p,6GB RAM Snapdragon 710,3300mAh Li-Ion,"৳19,990.00"
Samsung,2018,Android 9.0; One UI,"6.4"" 1080x2340 pixels",24MP 1080p,6/8GB RAM Snapdragon 710,3400mAh Li-Ion,"৳22,990.00"
Huawei,2018,Android 9.0,"6.21"" 1080x2340 pixels",13MP 1080p,3GB RAM Hisilicon Kirin 710,3400mAh Li-Ion,"৳23,900.00"
Huawei,2018,Android 8.1; EMUI 8.2,"7.12"" 1080x2244 pixels",16MP 1080p,4GB RAM Snapdragon 660,5000mAh Li-Po,"৳26,999.00"
Honor,2018,Android 9.0,"6.4"" 1080x2310 pixels",48MP 2160p,6GB RAM HiSilicon Kirin 980,4000mAh Li-Po,"৳37,000.00"
ZTE,2018,Android 9.0,"6.0"" 1080x2160 pixels",16MP 2160p,10GB RAM Snapdragon 845,3800mAh Li-Po,"৳39,600.00"
Itel,2018,Android 8.1,"5.0"" 480 x 854 pixels",5 MP 720p,512 MB,8 GB,"৳4,490.00"
Nokia,2018,Android 9.0,"6.18"" 1080x2246 pixels",13MP 2160p,6GB RAM Snapdragon 710,3500mAh Li-Ion,"৳44,000.00"
Huawei,2018,Android 9.0,"6.4"" 1080x2310 pixels",48MP 2160p,8GB RAM Hisilicon Kirin 970,3750mAh Li-Ion,"৳45,990.00"
BLU,2018,Android 9.0 Pie,"6.0"" 720x1440 pixels",8MP 1080p,1GB RAM MT6739,2600mAh Li-Po,"৳6,800.00"
Micromax,2018,Android 8.1 Oreo,"5.45"" 720x1440 pixels",5MP 1080p,1GB RAM MT6739,5000mAh Li-Po,"৳6,990.00"
Vivo,2018,Android 9.0,"6.39"" 1080x2340 pixels",12MP 2160p,10GB RAM Snapdragon 845,3500 mAh Li-Ion,"৳65,990.00"
OnePlus,2018,Android 9.0 (Pie),"6.41"" 1080x2340 pixels",20MP 2160p,10GB RAM Snapdragon 845,3700mAh Li-P,"৳65,990.00"
Vivo,2018,Android 9.0; Funtouch 4.5,"6.39"" 1080x2340 pixels",12MP 2160p,10GB RAM Snapdragon 845,3500mAh Li-Ion,"৳66,990.00"
Huawei,2018,Android 8.1 Oreo,"5.45"" 720x1440 pixels",8MP 1080p,1GB RAM MT6739,3020mAh Li-Ion,"৳8,999.00"
Ulefone,2018,Android 8.1,"6.7 inches, 112.7 cm2 (~86.8% screen-to-body ratio","Dual: 21 MP + 13 MP, phase detection autofocus, dual-LED Flash",8 GB RAM,5000 mAh Battery,"৳34,990.00"
